"Geography Type","Geography Name","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness"
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Cervix",5,7,1,3,0,0,0,12,57.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Head and neck",21,15,19,66,0,0,0,11,91.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Kidney",56,16,32,25,0,0,1,7,94.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Lung",85,33,69,226,0,0,2,40,90.8
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Oesophagus",13,19,25,32,0,0,0,20,81.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Other",83,63,66,176,2,0,417,249,36.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Ovary",34,10,36,13,0,0,6,8,86.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Pancreas",2,10,8,47,0,0,1,25,72
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Prostate",260,146,83,101,0,0,1,88,86.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Renal pelvis and ureter",4,4,4,5,0,0,8,2,63
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Skin cancer",106,37,15,7,0,0,7,41,77.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Testes",23,0,2,1,0,0,0,6,81.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2014,"Uterus",82,8,12,11,0,0,2,5,94.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Anus",1,3,6,3,0,0,0,2,86.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Bladder",50,38,14,18,0,0,134,5,46.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Bowel",92,112,134,102,0,0,0,59,88.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Breast",280,288,63,44,0,0,3,33,94.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Cervix",19,3,1,0,0,0,0,7,76.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Head and neck",27,18,12,61,0,0,1,7,93.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Kidney",41,8,20,31,0,0,0,11,90.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Lung",97,53,114,261,0,0,4,20,95.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Oesophagus",11,7,29,30,0,0,0,13,85.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Other",96,68,69,177,11,3,431,224,39.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Ovary",38,6,40,14,0,0,3,7,90.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Pancreas",11,12,15,70,0,0,0,22,83.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Prostate",253,142,102,133,0,0,1,56,91.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Renal pelvis and ureter",2,2,4,3,0,0,5,1,64.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Skin cancer",123,31,13,6,0,0,7,37,79.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Testes",18,2,3,0,0,0,2,5,76.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2015,"Uterus",69,2,18,5,0,0,1,5,94
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Anus",4,2,8,0,0,0,0,3,82.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Bladder",47,21,13,16,0,0,139,12,39.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Bowel",85,129,137,142,0,0,0,48,91.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Breast",342,310,58,39,0,0,1,38,95.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Cervix",15,7,2,4,0,0,0,10,73.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Head and neck",25,16,13,70,0,0,1,10,91.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Kidney",67,8,17,25,0,0,2,16,86.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Lung",103,44,103,248,0,0,2,28,94.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Oesophagus",12,14,26,36,0,0,1,13,86.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Other",76,60,74,177,17,5,436,201,39.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Ovary",26,4,33,11,0,0,7,18,74.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Pancreas",6,14,9,68,0,0,0,18,84.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Prostate",266,129,125,152,0,0,2,71,90.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Renal pelvis and ureter",3,2,5,4,0,0,12,4,46.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Skin cancer",95,43,15,6,0,0,7,36,78.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Testes",23,4,2,0,0,0,2,0,93.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2016,"Uterus",83,10,12,5,0,0,0,9,92.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Anus",1,5,11,2,0,0,0,1,95
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Bladder",47,34,8,18,0,0,144,9,41.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Bowel",108,117,142,124,0,0,1,39,92.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Breast",264,288,77,42,0,0,3,30,95.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Cervix",19,4,3,3,0,0,0,5,85.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Head and neck",21,18,19,64,0,0,3,16,86.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Kidney",54,12,20,36,0,0,1,18,86.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Lung",104,44,111,269,0,0,1,30,94.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Oesophagus",26,30,23,41,0,0,0,15,88.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Other",110,67,52,179,15,7,440,226,39.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Ovary",28,3,41,15,0,0,6,9,85.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Pancreas",15,18,16,70,0,0,0,20,85.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Prostate",237,121,116,112,0,0,2,58,90.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Renal pelvis and ureter",3,2,5,7,0,0,6,2,68
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Skin cancer",98,44,6,6,0,0,9,30,79.8
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Testes",24,2,3,0,0,0,1,2,90.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2017,"Uterus",85,7,12,14,0,0,0,2,98.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Anus",1,4,4,1,0,0,0,0,100
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Bladder",52,38,11,14,0,0,129,13,44.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Bowel",108,106,141,119,0,0,0,43,91.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Breast",324,322,65,36,0,0,3,47,93.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Cervix",11,4,2,1,0,0,0,8,69.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Head and neck",19,14,21,56,0,0,2,19,84
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Kidney",54,10,38,18,0,0,0,16,88.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Lung",93,28,126,247,0,0,0,29,94.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Oesophagus",11,15,22,56,0,0,0,21,83.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Other",122,64,81,184,18,5,451,248,40.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Ovary",35,4,39,11,0,0,4,15,82.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Pancreas",12,10,17,72,0,0,0,20,84.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Prostate",419,116,178,124,0,0,2,78,91.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Renal pelvis and ureter",1,3,2,4,0,0,11,2,43.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Skin cancer",95,46,15,7,0,0,5,37,79.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Testes",30,6,8,0,0,0,0,3,93.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2018,"Uterus",84,9,9,5,0,0,2,10,89.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Anus",3,3,4,1,0,0,0,0,100
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Bladder",55,28,14,12,0,0,144,22,39.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Bowel",137,95,143,121,0,0,0,44,91.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Breast",291,261,57,32,0,0,8,50,91.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Cervix",6,6,3,1,0,0,0,10,61.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Head and neck",27,21,31,45,0,0,3,19,84.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Kidney",67,9,22,31,0,0,0,22,85.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Lung",116,35,106,254,0,0,2,66,88.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Oesophagus",8,20,26,42,0,0,0,18,84.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Other",107,63,84,178,40,8,482,247,39.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Ovary",33,6,31,18,0,0,4,17,80.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Pancreas",7,11,9,48,0,0,0,33,69.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Prostate",406,124,155,136,0,0,2,78,91.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Renal pelvis and ureter",2,2,4,2,0,0,9,3,45.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Skin cancer",134,49,23,11,0,0,5,32,85.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Testes",12,2,2,0,0,0,2,0,88.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2019,"Uterus",98,6,26,9,0,0,1,7,94.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Anus",1,2,10,1,0,0,0,3,82.4
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Bladder",48,28,17,13,0,0,131,21,41.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Bowel",100,117,136,129,0,0,0,44,91.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Breast",253,272,77,33,0,0,1,76,89.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Cervix",12,4,7,2,0,0,0,3,89.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Head and neck",25,18,22,50,0,0,0,17,87.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Kidney",47,5,20,24,0,0,0,18,84.2
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Lung",87,35,94,230,0,0,0,45,90.8
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Oesophagus",5,11,37,46,0,0,0,22,81.8
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Other",75,51,65,143,12,2,428,239,34.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Ovary",24,4,28,12,0,0,4,19,74.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Pancreas",16,10,15,59,0,0,0,24,80.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Prostate",231,83,91,100,0,0,2,85,85.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Renal pelvis and ureter",2,6,5,5,0,0,8,2,64.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Skin cancer",96,47,10,4,0,0,8,14,87.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Testes",22,3,3,0,0,0,0,4,87.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2020,"Uterus",85,5,20,7,0,0,1,8,92.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Anus",2,6,11,1,0,0,1,3,83.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Bladder",52,34,15,8,0,0,143,27,39.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Bowel",116,117,168,126,0,0,2,66,88.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Breast",318,283,67,40,0,0,2,71,90.7
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Cervix",12,9,3,4,0,0,0,7,80
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Head and neck",44,21,41,48,0,0,0,18,89.5
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Kidney",47,8,14,30,0,0,1,45,68.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Lung",107,35,98,234,0,0,2,81,85.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Oesophagus",7,20,24,52,0,0,0,16,86.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Other",99,53,46,125,9,2,427,317,31
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Ovary",24,1,31,22,0,0,4,27,71.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Pancreas",10,10,18,60,0,0,0,38,72.1
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Prostate",291,68,112,136,0,0,4,168,77.9
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Renal pelvis and ureter",3,1,2,4,0,0,7,4,47.6
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Skin cancer",138,50,13,12,0,0,3,28,87.3
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Testes",21,3,2,1,0,0,0,3,90
"Integrated Care Board","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"Uterus",96,9,13,9,0,0,1,15,88.8
