"Cancer.Alliance","mced_treated","cancer_grouping","cancer_grouping_label","time_granularity","period_label","min_monthNum","n_months","num_delayed","total_referrals","delay_rate","under_25pct_target","diff_from_25pct_target_pp","delay_rate_minus_did_estimate","adj_rate_under_25pct_target"
"West Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Apr 2021",1,1,1015,3301,30.75,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Apr 2021",1,1,481,1876,25.64,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,557,1980,28.13,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,809,3455,23.42,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,479,1905,25.14,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,635,2117,30,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,657,2139,30.72,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,435,1189,36.59,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,339,1172,28.92,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,293,1210,24.21,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,332,1201,27.64,NA,NA,NA,NA
"North East London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,478,1178,40.58,NA,NA,NA,NA
"Northern Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,412,2048,20.12,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,248,1407,17.63,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,628,2490,25.22,NA,NA,NA,NA
"South East London Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,329,1293,25.44,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,266,883,30.12,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,707,2615,27.04,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,286,1026,27.88,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,493,2142,23.02,NA,NA,NA,NA
"West London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,764,2455,31.12,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,882,3335,26.45,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","May 2021",2,1,386,1719,22.45,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,682,2418,28.21,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,878,3602,24.38,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,552,2077,26.58,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,696,2177,31.97,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,822,2297,35.79,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,403,1227,32.84,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,387,1330,29.1,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,427,1376,31.03,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,418,1390,30.07,NA,NA,NA,NA
"North East London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,565,1316,42.93,NA,NA,NA,NA
"Northern Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,521,2290,22.75,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,341,1696,20.11,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,694,2537,27.36,NA,NA,NA,NA
"South East London Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,392,1433,27.36,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,319,926,34.45,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,666,2568,25.93,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,292,993,29.41,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,539,2274,23.7,NA,NA,NA,NA
"West London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,880,2724,32.31,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,1266,3874,32.68,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jun 2021",3,1,445,1857,23.96,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,650,2207,29.45,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,959,3509,27.33,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,542,1940,27.94,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,605,2030,29.8,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,752,2307,32.6,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,351,1108,31.68,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,388,1242,31.24,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,396,1278,30.99,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,340,1273,26.71,NA,NA,NA,NA
"North East London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,495,1193,41.49,NA,NA,NA,NA
"Northern Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,534,2152,24.81,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,306,1664,18.39,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,657,2545,25.82,NA,NA,NA,NA
"South East London Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,356,1365,26.08,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,309,925,33.41,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,763,2546,29.97,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,313,1057,29.61,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,484,2113,22.91,NA,NA,NA,NA
"West London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,873,2791,31.28,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,1109,3775,29.38,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Jul 2021",4,1,405,1747,23.18,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,627,1960,31.99,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,960,3415,28.11,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,494,1721,28.7,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,679,2072,32.77,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,710,2202,32.24,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,344,1068,32.21,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,369,1106,33.36,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,444,1336,33.23,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,383,1179,32.49,NA,NA,NA,NA
"North East London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,492,1088,45.22,NA,NA,NA,NA
"Northern Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,547,2101,26.04,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,298,1461,20.4,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,528,2096,25.19,NA,NA,NA,NA
"South East London Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,358,1225,29.22,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,290,889,32.62,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,630,2322,27.13,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,300,923,32.5,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,474,1965,24.12,NA,NA,NA,NA
"West London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,857,2487,34.46,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,1009,3477,29.02,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Aug 2021",5,1,444,1646,26.97,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,721,2195,32.85,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,1050,3654,28.74,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,596,1866,31.94,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,678,1980,34.24,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,912,2571,35.47,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,383,1149,33.33,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,387,1189,32.55,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,473,1384,34.18,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,422,1295,32.59,NA,NA,NA,NA
"North East London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,433,1168,37.07,NA,NA,NA,NA
"Northern Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,607,2327,26.09,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,321,1528,21.01,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,638,2288,27.88,NA,NA,NA,NA
"South East London Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,424,1439,29.46,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,270,922,29.28,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,739,2505,29.5,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,302,986,30.63,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,541,2028,26.68,NA,NA,NA,NA
"West London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,972,2850,34.11,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,1093,3665,29.82,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Sep 2021",6,1,477,1834,26.01,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,719,2167,33.18,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,829,3434,24.14,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,629,2053,30.64,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,608,2068,29.4,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,979,2797,35,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,295,1075,27.44,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,374,1177,31.78,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,495,1533,32.29,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,377,1309,28.8,NA,NA,NA,NA
"North East London Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,320,1055,30.33,NA,NA,NA,NA
"Northern Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,525,2238,23.46,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,252,1516,16.62,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,502,2227,22.54,NA,NA,NA,NA
"South East London Cancer Alliance",1,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,375,1371,27.35,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,258,905,28.51,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,661,2466,26.8,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"primary_high_detection","Primary high-detection group","Monthly","Oct 2021",7,1,260,925,28.11,NA,NA,NA,NA
